IcaoCode,IataCode,Model,ModelUrl,ModelTitle,ModelImageUrl
A124,A4F,Antonov AN-124 Ruslan,https://en.wikipedia.org/wiki/Antonov_An-124,Antonov An-124 Ruslan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/An-124_RA-82028_09-May-2010.JPG/256px-An-124_RA-82028_09-May-2010.JPG
A140,A40,Antonov AN-140,https://en.wikipedia.org/wiki/Antonov_AN-140,Antonov An-140,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Antonov_An-140_1.jpg/256px-Antonov_An-140_1.jpg
A148,A81,Antonov An-148,https://en.wikipedia.org/wiki/Antonov_An-148,Antonov An-148,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2_%D0%90%D0%BD-148_01-02%2C_%D0%9A%D0%B8%D0%B5%D0%B2_-_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2_%28%D0%93%D0%BE%D1%81%D1%82%D0%BE%D0%BC%D0%B5%D0%BB%D1%8C%29_RP29608.jpg/256px-%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2_%D0%90%D0%BD-148_01-02%2C_%D0%9A%D0%B8%D0%B5%D0%B2_-_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2_%28%D0%93%D0%BE%D1%81%D1%82%D0%BE%D0%BC%D0%B5%D0%BB%D1%8C%29_RP29608.jpg
A158,A58,Antonov An-158,https://en.wikipedia.org/wiki/Antonov_An-148#Variants,Antonov An-148,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2_%D0%90%D0%BD-148_01-02%2C_%D0%9A%D0%B8%D0%B5%D0%B2_-_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2_%28%D0%93%D0%BE%D1%81%D1%82%D0%BE%D0%BC%D0%B5%D0%BB%D1%8C%29_RP29608.jpg/256px-%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2_%D0%90%D0%BD-148_01-02%2C_%D0%9A%D0%B8%D0%B5%D0%B2_-_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2_%28%D0%93%D0%BE%D1%81%D1%82%D0%BE%D0%BC%D0%B5%D0%BB%D1%8C%29_RP29608.jpg
A19N,32D,Airbus A319neo,https://en.wikipedia.org/wiki/Airbus_A319neo,Airbus A320neo family,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/IndiGo_Airbus_A320neo_F-WWDG_%28to_VT-ITI%29_%2828915135713%29.jpg/256px-IndiGo_Airbus_A320neo_F-WWDG_%28to_VT-ITI%29_%2828915135713%29.jpg
A20N,32A,Airbus A320neo,https://en.wikipedia.org/wiki/Airbus_A320neo,Airbus A320neo family,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/IndiGo_Airbus_A320neo_F-WWDG_%28to_VT-ITI%29_%2828915135713%29.jpg/256px-IndiGo_Airbus_A320neo_F-WWDG_%28to_VT-ITI%29_%2828915135713%29.jpg
A21N,32B,Airbus A321neo,https://en.wikipedia.org/wiki/Airbus_A321neo,Airbus A320neo family,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/IndiGo_Airbus_A320neo_F-WWDG_%28to_VT-ITI%29_%2828915135713%29.jpg/256px-IndiGo_Airbus_A320neo_F-WWDG_%28to_VT-ITI%29_%2828915135713%29.jpg
A225,A25,Antonov An-225 Mriya,https://en.wikipedia.org/wiki/Antonov_An-225_Mriya,Antonov An-225 Mriya,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Antonov_An-225_Beltyukov-1.jpg/256px-Antonov_An-225_Beltyukov-1.jpg
A30B,AB3,Airbus A300B1,https://en.wikipedia.org/wiki/Airbus_A300,Airbus A300,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/FedEx_Airbus_A300_condensation_in_both_intakes%21_%2826380182084%29.jpg/256px-FedEx_Airbus_A300_condensation_in_both_intakes%21_%2826380182084%29.jpg
A30B,AB4,"Airbus A300B2, A300B4, and A300C4",https://en.wikipedia.org/wiki/Airbus_A300,Airbus A300,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/FedEx_Airbus_A300_condensation_in_both_intakes%21_%2826380182084%29.jpg/256px-FedEx_Airbus_A300_condensation_in_both_intakes%21_%2826380182084%29.jpg
A306,AB6,Airbus A300-600,https://en.wikipedia.org/wiki/Airbus_A300,Airbus A300,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/FedEx_Airbus_A300_condensation_in_both_intakes%21_%2826380182084%29.jpg/256px-FedEx_Airbus_A300_condensation_in_both_intakes%21_%2826380182084%29.jpg
A3ST,ABB,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",https://en.wikipedia.org/wiki/Airbus_Beluga,Airbus Beluga,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/AirExpo_2014_-_Beluga_02_%28cropped%29.jpg/256px-AirExpo_2014_-_Beluga_02_%28cropped%29.jpg
A310,310,Airbus A310,https://en.wikipedia.org/wiki/Airbus_A310,Airbus A310,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Airbus_A310-304%2C_Air_Transat_AN1571009.jpg/256px-Airbus_A310-304%2C_Air_Transat_AN1571009.jpg
A318,318,Airbus A318,https://en.wikipedia.org/wiki/Airbus_A318,Airbus A318,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Airfrance.a318-100.f-guga.arp.jpg/256px-Airfrance.a318-100.f-guga.arp.jpg
A319,319,Airbus A319,https://en.wikipedia.org/wiki/Airbus_A319,Airbus A319,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Lufthansa.a319-100.d-aili.arp.jpg/256px-Lufthansa.a319-100.d-aili.arp.jpg
A320,320,Airbus A320,https://en.wikipedia.org/wiki/Airbus_A320,Airbus A320 family,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Lufthansa_Airbus_A320-211_D-AIQT_01_%28cropped%29.jpg/256px-Lufthansa_Airbus_A320-211_D-AIQT_01_%28cropped%29.jpg
A321,321,Airbus A321,https://en.wikipedia.org/wiki/Airbus_A321,Airbus A321,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/D-AIAF_%2819552328044%29.jpg/256px-D-AIAF_%2819552328044%29.jpg
A332,332,Airbus A330-200,https://en.wikipedia.org/wiki/Airbus_A330,Airbus A330,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Turkish_Airlines%2C_Airbus_A330-300_TC-JNL_NRT_%2823708073592%29.jpg/256px-Turkish_Airlines%2C_Airbus_A330-300_TC-JNL_NRT_%2823708073592%29.jpg
A333,333,Airbus A330-300,https://en.wikipedia.org/wiki/Airbus_A330,Airbus A330,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Turkish_Airlines%2C_Airbus_A330-300_TC-JNL_NRT_%2823708073592%29.jpg/256px-Turkish_Airlines%2C_Airbus_A330-300_TC-JNL_NRT_%2823708073592%29.jpg
A337,[to be determined],"Airbus A330-700 ""Beluga XL""",https://en.wikipedia.org/wiki/Airbus_Beluga_XL,Airbus Beluga XL,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/%22Beluga_XL%22_A330-743L_%28cropped%29.jpg/256px-%22Beluga_XL%22_A330-743L_%28cropped%29.jpg
A338,338,Airbus A330-800neo,https://en.wikipedia.org/wiki/Airbus_A330,Airbus A330,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Turkish_Airlines%2C_Airbus_A330-300_TC-JNL_NRT_%2823708073592%29.jpg/256px-Turkish_Airlines%2C_Airbus_A330-300_TC-JNL_NRT_%2823708073592%29.jpg
A339,339,Airbus A330-900neo,https://en.wikipedia.org/wiki/Airbus_A330,Airbus A330,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Turkish_Airlines%2C_Airbus_A330-300_TC-JNL_NRT_%2823708073592%29.jpg/256px-Turkish_Airlines%2C_Airbus_A330-300_TC-JNL_NRT_%2823708073592%29.jpg
A342,342,Airbus A340-200,https://en.wikipedia.org/wiki/Airbus_A340,Airbus A340,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Airbus_A340-311%2C_Lufthansa_AN1936774.jpg/256px-Airbus_A340-311%2C_Lufthansa_AN1936774.jpg
A343,343,Airbus A340-300,https://en.wikipedia.org/wiki/Airbus_A340,Airbus A340,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Airbus_A340-311%2C_Lufthansa_AN1936774.jpg/256px-Airbus_A340-311%2C_Lufthansa_AN1936774.jpg
A345,345,Airbus A340-500,https://en.wikipedia.org/wiki/Airbus_A340,Airbus A340,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Airbus_A340-311%2C_Lufthansa_AN1936774.jpg/256px-Airbus_A340-311%2C_Lufthansa_AN1936774.jpg
A346,346,Airbus A340-600,https://en.wikipedia.org/wiki/Airbus_A340,Airbus A340,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Airbus_A340-311%2C_Lufthansa_AN1936774.jpg/256px-Airbus_A340-311%2C_Lufthansa_AN1936774.jpg
A359,359,Airbus A350-900,https://en.wikipedia.org/wiki/Airbus_A350,Airbus A350 XWB,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/A7-ALA_%2819397355348%29.jpg/256px-A7-ALA_%2819397355348%29.jpg
A35K,351,Airbus A350-1000,https://en.wikipedia.org/wiki/Airbus_A350,Airbus A350 XWB,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/A7-ALA_%2819397355348%29.jpg/256px-A7-ALA_%2819397355348%29.jpg
A388,388,Airbus A380-800,https://en.wikipedia.org/wiki/Airbus_A380,Airbus A380,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/A6-EDY_A380_Emirates_31_jan_2013_jfk_%288442269364%29_%28cropped%29.jpg/256px-A6-EDY_A380_Emirates_31_jan_2013_jfk_%288442269364%29_%28cropped%29.jpg
A5,N/A,ICON A5,https://en.wikipedia.org/wiki/ICON_A5,ICON A5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Icon_A5_in_the_water.jpg/256px-Icon_A5_in_the_water.jpg
A748,HS7,Hawker Siddeley HS 748,https://en.wikipedia.org/wiki/Hawker_Siddeley_HS_748,Hawker Siddeley HS 748,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/West_Air_Sweden_HS-748.jpg/256px-West_Air_Sweden_HS-748.jpg
AC68,ACP,Gulfstream/Rockwell (Aero) Commander,https://en.wikipedia.org/wiki/Aero_Commander,Aero Commander,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Aero_Commander_500A_Commander_AN1719622.jpg/256px-Aero_Commander_500A_Commander_AN1719622.jpg
AC90,ACT,Gulfstream/Rockwell (Aero) Turbo Commander,https://en.wikipedia.org/wiki/Aero_Commander,Aero Commander,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Aero_Commander_500A_Commander_AN1719622.jpg/256px-Aero_Commander_500A_Commander_AN1719622.jpg
AN12,ANF,Antonov AN-12,https://en.wikipedia.org/wiki/Antonov_AN-12,Antonov An-12,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Antonov_An-12BK%2C_Russia_-_Air_Force_AN1879625.jpg/256px-Antonov_An-12BK%2C_Russia_-_Air_Force_AN1879625.jpg
AN24,AN4,Antonov AN-24,https://en.wikipedia.org/wiki/Antonov_AN-24,Antonov An-24,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Polet_Antonov_An-24_Pichugin-2.jpg/256px-Polet_Antonov_An-24_Pichugin-2.jpg
AN26,A26,Antonov AN-26,https://en.wikipedia.org/wiki/Antonov_AN-26,Antonov An-26,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/An-26_Ni%C2%B5_Nishava_Serbien_Marko_Stojkovic_IMG_2634-1-2.jpg/256px-An-26_Ni%C2%B5_Nishava_Serbien_Marko_Stojkovic_IMG_2634-1-2.jpg
AN28,A28,Antonov AN-28,https://en.wikipedia.org/wiki/Antonov_AN-28,Antonov An-28,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/PZL-Mielec_An-28%2C_Chaika_Avia_Company_AN1414321.jpg/256px-PZL-Mielec_An-28%2C_Chaika_Avia_Company_AN1414321.jpg
AN30,A30,Antonov AN-30,https://en.wikipedia.org/wiki/Antonov_An-30,Antonov An-30,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/An-30_-_RA-26226.jpg/256px-An-30_-_RA-26226.jpg
AN32,A32,Antonov AN-32,https://en.wikipedia.org/wiki/Antonov_AN-32,Antonov An-32,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/AirMark_Antonov_An-32_Spijkers-2.jpg/256px-AirMark_Antonov_An-32_Spijkers-2.jpg
AN72,AN7,Antonov AN-72 / AN-74,https://en.wikipedia.org/wiki/Antonov_An-72,Antonov An-72,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Russia_Air_Force_An-72_RA-72979_CKL_2006-2-7.png/256px-Russia_Air_Force_An-72_RA-72979_CKL_2006-2-7.png
AP22,N/A,Aeroprakt A-22 Foxbat / A-22 Valor / A-22 Vision,https://en.wikipedia.org/wiki/Aeroprakt_A-22_Foxbat,Aeroprakt A-22 Foxbat,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Aeroprakt.a22.foxbat.arp.jpg/256px-Aeroprakt.a22.foxbat.arp.jpg
AS32,APH,Eurocopter AS332 Super Puma,https://en.wikipedia.org/wiki/Eurocopter_AS332_Super_Puma,Eurocopter AS332 Super Puma,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/AS332M1_Super_Puma_-_RIAT_2014_%28center%29.jpg/256px-AS332M1_Super_Puma_-_RIAT_2014_%28center%29.jpg
AS50,NDE,Eurocopter AS350 Écureuil,https://en.wikipedia.org/wiki/Eurocopter_AS350_%C3%89cureuil,Eurocopter AS350 Écureuil,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/RAN_squirrel_helicopter_at_melb_GP_08.jpg/256px-RAN_squirrel_helicopter_at_melb_GP_08.jpg
AT43,AT4,Aerospatiale/Alenia ATR 42-300 / 320,https://en.wikipedia.org/wiki/ATR_42,ATR 42,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/ATR_42-500_Hop%21_%28HOP%29_F-GPYK_-_MSN_537_%2810276128103%29.jpg/256px-ATR_42-500_Hop%21_%28HOP%29_F-GPYK_-_MSN_537_%2810276128103%29.jpg
AT45,AT5,Aerospatiale/Alenia ATR 42-500,https://en.wikipedia.org/wiki/ATR_42,ATR 42,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/ATR_42-500_Hop%21_%28HOP%29_F-GPYK_-_MSN_537_%2810276128103%29.jpg/256px-ATR_42-500_Hop%21_%28HOP%29_F-GPYK_-_MSN_537_%2810276128103%29.jpg
AT46,ATR,Aerospatiale/Alenia ATR 42-600,https://en.wikipedia.org/wiki/ATR_42,ATR 42,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/ATR_42-500_Hop%21_%28HOP%29_F-GPYK_-_MSN_537_%2810276128103%29.jpg/256px-ATR_42-500_Hop%21_%28HOP%29_F-GPYK_-_MSN_537_%2810276128103%29.jpg
AT72,AT7,Aerospatiale/Alenia ATR 72,https://en.wikipedia.org/wiki/ATR_72,ATR 72,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/F-WWEZ_%28948%29_ATR.72-212A%28500%29_FlyFireFly_TLS_30AUG11_%286097869500%29_%28cropped%29.jpg/256px-F-WWEZ_%28948%29_ATR.72-212A%28500%29_FlyFireFly_TLS_30AUG11_%286097869500%29_%28cropped%29.jpg
AT73,ATR,Aerospatiale/Alenia ATR 72-200 series,https://en.wikipedia.org/wiki/ATR_72,ATR 72,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/F-WWEZ_%28948%29_ATR.72-212A%28500%29_FlyFireFly_TLS_30AUG11_%286097869500%29_%28cropped%29.jpg/256px-F-WWEZ_%28948%29_ATR.72-212A%28500%29_FlyFireFly_TLS_30AUG11_%286097869500%29_%28cropped%29.jpg
AT75,ATR,Aerospatiale/Alenia ATR 72-500,https://en.wikipedia.org/wiki/ATR_72,ATR 72,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/F-WWEZ_%28948%29_ATR.72-212A%28500%29_FlyFireFly_TLS_30AUG11_%286097869500%29_%28cropped%29.jpg/256px-F-WWEZ_%28948%29_ATR.72-212A%28500%29_FlyFireFly_TLS_30AUG11_%286097869500%29_%28cropped%29.jpg
AT76,ATR,Aerospatiale/Alenia ATR 72-600,https://en.wikipedia.org/wiki/ATR_72,ATR 72,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/F-WWEZ_%28948%29_ATR.72-212A%28500%29_FlyFireFly_TLS_30AUG11_%286097869500%29_%28cropped%29.jpg/256px-F-WWEZ_%28948%29_ATR.72-212A%28500%29_FlyFireFly_TLS_30AUG11_%286097869500%29_%28cropped%29.jpg
ATL,ATL,Robin ATL,https://en.wikipedia.org/wiki/Robin_ATL,Robin ATL,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Robin.atl.l.g-gfrd.vtail.arp.jpg/256px-Robin.atl.l.g-gfrd.vtail.arp.jpg
ATP,ATP,British Aerospace ATP,https://en.wikipedia.org/wiki/British_Aerospace_ATP,British Aerospace ATP,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/West_Air_Sweden_ATP.jpg/256px-West_Air_Sweden_ATP.jpg
B105,MBH,Eurocopter (MBB) Bo.105,https://en.wikipedia.org/wiki/MBB_Bo_105,MBB Bo 105,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/MBB_BO-105CBS-5%2C_Luftrettung_-_Bundesministerium_des_Innern_%28modified%29.jpg/256px-MBB_BO-105CBS-5%2C_Luftrettung_-_Bundesministerium_des_Innern_%28modified%29.jpg
B190,BEH,Beechcraft 1900,https://en.wikipedia.org/wiki/Beechcraft_1900,Beechcraft 1900,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/ContinentalConnection.jpg/256px-ContinentalConnection.jpg
B212,BH2,Bell 212,https://en.wikipedia.org/wiki/Bell_212,Bell 212,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Kachina-b212-N212KA-030909-02cr.jpg/256px-Kachina-b212-N212KA-030909-02cr.jpg
B412,BH2,Bell 412,https://en.wikipedia.org/wiki/Bell_412,Bell 412,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/LAFD_Bell_412_%28cropped%29.jpg/256px-LAFD_Bell_412_%28cropped%29.jpg
B429,BH2,Bell 429,https://en.wikipedia.org/wiki/Bell_429,Bell 429 GlobalRanger,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/8-19-11_NEW_2010_MERCY_FLIGHT_5_AT_WCCH_%28modified%29.jpg/256px-8-19-11_NEW_2010_MERCY_FLIGHT_5_AT_WCCH_%28modified%29.jpg
B37M,7M7,Boeing 737 MAX 7,https://en.wikipedia.org/wiki/Boeing_737_MAX_7,Boeing 737 MAX,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/WS_YYC_737_MAX_1.jpg/256px-WS_YYC_737_MAX_1.jpg
B38M,7M8,Boeing 737 MAX 8,https://en.wikipedia.org/wiki/Boeing_737_MAX_8,Boeing 737 MAX,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/WS_YYC_737_MAX_1.jpg/256px-WS_YYC_737_MAX_1.jpg
B39M,7M9,Boeing 737 MAX 9,https://en.wikipedia.org/wiki/Boeing_737_MAX_9,Boeing 737 MAX,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/WS_YYC_737_MAX_1.jpg/256px-WS_YYC_737_MAX_1.jpg
B3JM,7MJ,Boeing 737 MAX 10,https://en.wikipedia.org/wiki/Boeing_737_MAX,Boeing 737 MAX,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/WS_YYC_737_MAX_1.jpg/256px-WS_YYC_737_MAX_1.jpg
B461,141,BAe 146-100,https://en.wikipedia.org/wiki/British_Aerospace_146,British Aerospace 146,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg/256px-Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg
B462,142,BAe 146-200,https://en.wikipedia.org/wiki/British_Aerospace_146,British Aerospace 146,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg/256px-Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg
B463,143,BAe 146-300,https://en.wikipedia.org/wiki/British_Aerospace_146,British Aerospace 146,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg/256px-Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg
B703,703,Boeing 707,https://en.wikipedia.org/wiki/Boeing_707,Boeing 707,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Boeing_707-138B_Qantas_Jett_Clipper_Ella_N707JT.jpg/256px-Boeing_707-138B_Qantas_Jett_Clipper_Ella_N707JT.jpg
B712,717,Boeing 717,https://en.wikipedia.org/wiki/Boeing_717,Boeing 717,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Delta_Air_Lines_Boeing_717-2BD_N966AT.jpg/256px-Delta_Air_Lines_Boeing_717-2BD_N966AT.jpg
B720,B72,Boeing 720B,https://en.wikipedia.org/wiki/Boeing_720,Boeing 720,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Cyprus_Airways_Boeing_720B_G-BCBB_LHR_1978-8-24.png/256px-Cyprus_Airways_Boeing_720B_G-BCBB_LHR_1978-8-24.png
B721,721,Boeing 727-100,https://en.wikipedia.org/wiki/Boeing_727,Boeing 727,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Boeing_727-228-Adv%2C_Ariana_Afghan_Airlines_AN1450645.jpg/256px-Boeing_727-228-Adv%2C_Ariana_Afghan_Airlines_AN1450645.jpg
B722,722,Boeing 727-200,https://en.wikipedia.org/wiki/Boeing_727,Boeing 727,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Boeing_727-228-Adv%2C_Ariana_Afghan_Airlines_AN1450645.jpg/256px-Boeing_727-228-Adv%2C_Ariana_Afghan_Airlines_AN1450645.jpg
